study_id,site_id,plot_id,longitude,latitude,position_method,elevation,elevation_se,datum,elevation_method,MSL,MHW,tidal_datum_source,year,is_peak_biomass,field_or_manipulation_code,genus,species,other_cover_description,harvest_or_allometry,allometric_measurements_present,plot_area,AGB_total,BGB_total,root_and_rhizome_to_shoot_ratio
Morris_et_al_2020,Gateway National Recreation Area,ENFBL004S019,-73.84878256621553,40.63353797243048,RTK,0.1378405,0.015508500000000008,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL019S028,-73.8490014445292,40.633485637052445,RTK,0.5039058000000001,0.015461341870613952,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL034S040,-73.84923330697303,40.63342483182094,RTK,0.2986295,0.004696970468646072,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL064S015,-73.84946389661404,40.63370503890007,RTK,0.5986776,0.003570285403157571,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,141.39200000000005,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL064S055,-73.84958915223156,40.63334679750911,RTK,0.4206689,0.0014781039615369138,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,1390.944,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL064S095,-73.84983193211625,40.63297902880077,RTK,0.8346808,0.0018230575281957314,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL064S135,-73.84983834351748,40.63266499990747,RTK,0.780742,0.009945391329656156,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,301.18399999999997,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL064S175,-73.84987223046586,40.63238269752237,RTK,0.3764458,0.0015720693178101293,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL079S063,-73.84976422032557,40.63332088710147,RTK,0.889145,NA,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL079S148,-73.8500680704178,40.63260681593715,RTK,0.2110534,0.0022059931232893746,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL094S032,-73.84984730990506,40.633619913768875,RTK,0.8728506,0.004806991872262732,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,ENFBL094S073,-73.8500400239154,40.633319121851564,RTK,0.2286718,0.006505119071930963,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL000E006,-73.85625507022274,40.63263617222579,RTK,0.555237,0.004955381589746639,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,214.60799999999998,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL000W100,-73.85755524304635,40.6324847760267,RTK,0.4196308,0.004224235379331986,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL050E127,-73.85481115077633,40.6324339382845,RTK,0.7986418,0.0033229618023684748,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,269.31199999999995,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL050W009,-73.85634559701057,40.632149228000515,RTK,0.5996286,0.007243977412996262,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL050W109,-73.8574620327718,40.631936667314854,RTK,0.5862282,0.002378850760346269,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,303.66400000000004,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL150E110,-73.85504114447656,40.63158586764138,RTK,0.6198616,0.007687238630353564,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL150W093,-73.85714664651547,40.63098804092815,RTK,0.2600264,0.0038238827727847527,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL200E139,-73.85438951587601,40.63103839535692,RTK,0.6929985000000001,0.009832516581052204,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,241.008,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL250E069,-73.85506668581701,40.630569784061414,RTK,0.7169559999999999,0.00156236977057289,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,541.472,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL250E169,-73.85396161517009,40.63079566829442,RTK,0.1535618,0.003007763644304517,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL250W017,-73.85613212540689,40.6304176296981,RTK,0.6873683333333334,0.00740923523119027,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWBL250W117,-73.85726955261075,40.63011330616529,RTK,0.3776788,0.003842694203290182,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL075W014,-73.85639670307461,40.631927416072685,RTK,0.8931872222222222,0.005095197634858887,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,3.5200000000000102,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL075W054,-73.85687033454431,40.63184439838367,RTK,1.117566,0.004051799908682571,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,107.11999999999995,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL100E071,-73.85536732543342,40.631883961087674,RTK,0.7704942,0.00221983619665957,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL125E047,-73.85561233836827,40.63162481263539,RTK,0.9134702,0.004353138056620767,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL125E087,-73.85515914446431,40.63172258785824,RTK,0.7664158,0.008593250161609398,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL125W071,-73.85703037367435,40.63132154905342,RTK,0.7840716,0.008220084638250382,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,85.952,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL150E029,-73.85577563345717,40.63138432450337,RTK,0.8871912,0.004254231192589322,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,0.256,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL150E069,-73.85532902778067,40.63150818879844,RTK,0.7384834,0.010191897912557797,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,97.968,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL150E154,-73.85440239089716,40.63176301432854,RTK,0.7187704,0.0029937576989462517,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,210.016,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL150W037,-73.85651781438261,40.63117076815271,RTK,0.8761019999999999,0.004570987431616923,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,452.36800000000005,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL175E094,-73.8550567742112,40.63121116076618,RTK,0.7103458,0.002294745245119797,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,1.9840000000000018,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL200E023,-73.85574765844254,40.63087823774409,RTK,0.8135671999999999,0.010247710258394311,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,HMBL200E083,-73.85504692052385,40.63095928073319,RTK,0.7871192,0.0035806886125436866,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPW01,-73.85394775548056,40.632360732586406,RTK,0.6308782000000001,0.0014702972964676297,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPW03,-73.85391025163325,40.63250781217035,RTK,0.7076878,0.0032789429912701996,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPW05,-73.85370490241296,40.63262984980192,RTK,0.6647978,0.0026963285853174464,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPW07,-73.8537532070092,40.63275636330119,RTK,0.7088788,0.007212958861660025,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPW09,-73.8537745930894,40.632904090306376,RTK,0.7039712,0.004006413213836036,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE11,-73.85349028271297,40.63229055648121,RTK,0.759743,0.005494298654059493,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE13,-73.85334392053075,40.63241429455224,RTK,0.7334458,0.006508906362823173,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE15,-73.8532866772973,40.63252423654984,RTK,0.744816,0.005741243802522255,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE17,-73.8532259575144,40.63264414634875,RTK,0.7566754,0.00984647046712679,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE19,-73.8531585182541,40.63272708037554,RTK,0.7294278,0.003815135926805224,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE21,-73.85314275707914,40.63290315138617,RTK,0.6938522,0.007612712213134037,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE23,-73.85308770476983,40.63307817754544,RTK,0.6933122,0.004323946893753436,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE25,-73.85300721636024,40.63315001431575,RTK,0.7349468,0.006919435948110216,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE27,-73.85280445812994,40.63318910317276,RTK,0.6895042,0.0030033802023719685,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EWNPE29,-73.85271960933392,40.63326153880041,RTK,0.6675136,0.0015443229778773627,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
